delta_id,end,family,fraction_global_delta_norm_sq,group,group_type,l2_norm,parameter_count,previous_round_cosine,relative_l2,rms,round,start,start_l2_norm
solver_rank1_r5,r5,solver_rank1,0.03252301946643199,layer_08,layer,0.04007047921139517,100930816,0.22774100528225433,0.0001639858606695273,3.988527989591713e-06,5,base,244.3532573344677
solver_full_r1,a1,solver_full,0.02697889131540918,layer_08,layer,0.04128289884535913,100930816,,0.00016894761009406806,4.10920959211721e-06,1,base,244.3532573344677
solver_full_r2,a2,solver_full,0.028667557024926495,layer_08,layer,0.04442837258833339,100930816,0.2704043707119502,0.00018182025921398046,4.422303178999269e-06,2,base,244.3532573344677
solver_full_r3,a3,solver_full,0.03063236965920042,layer_08,layer,0.04462032997158536,100930816,0.25419057832974046,0.0001826058324670074,4.441410197706735e-06,3,base,244.3532573344677
solver_full_r4,a4,solver_full,0.02664201541775045,layer_08,layer,0.04033907725622357,100930816,0.22435002973917775,0.0001650850809040288,4.0152636523746784e-06,4,base,244.3532573344677
solver_full_r5,a5,solver_full,0.030236352286932902,layer_08,layer,0.04327918578624005,100930816,0.18956370388875388,0.00017711728608962244,4.307915634462112e-06,5,base,244.3532573344677
questioner_full_r1,q1,questioner_full,0.02684549072855223,layer_09,layer,0.025840706649246856,100930816,,0.00010566379325937891,2.5721275055787192e-06,1,base,244.5559245238736
questioner_full_r2,q2,questioner_full,0.022537013491694895,layer_09,layer,0.15320688293202747,100930816,0.0064077068425747626,0.0006264697286437682,1.5249878533988622e-05,2,q1,244.5559233383902
questioner_full_r3,q3,questioner_full,0.024019782839781574,layer_09,layer,0.1606019459496892,100930816,0.014008701005541899,0.0006567085379893632,1.5985966956468743e-05,3,q2,244.55589756972293
questioner_full_r4,q4,questioner_full,0.024176082106182654,layer_09,layer,0.1625133481263202,100930816,0.008480541693361295,0.0006645244125241908,1.6176223754762567e-05,4,q3,244.55587343889223
questioner_full_r5,q5,questioner_full,0.025494267976105035,layer_09,layer,0.16718809929128295,100930816,0.00397419938756143,0.0006836397870141281,1.6641538276394942e-05,5,q4,244.55583549561288
solver_rank1_r1,r1,solver_rank1,0.029108818599436655,layer_09,layer,0.03939846186489919,100930816,,0.00016110205443439627,3.921636850560161e-06,1,base,244.5559245238736
solver_rank1_r2,r2,solver_rank1,0.029945585238220513,layer_09,layer,0.04088507090658577,100930816,0.31437359716638047,0.00016718086460667427,4.06961066791997e-06,2,base,244.5559245238736
solver_rank1_r3,r3,solver_rank1,0.03137390479402536,layer_09,layer,0.04025414590624575,100930816,0.2888650534990429,0.00016460098435405572,4.006809771281986e-06,3,base,244.5559245238736
solver_rank1_r4,r4,solver_rank1,0.027237515892487827,layer_09,layer,0.03625218766004201,100930816,0.23385035864142567,0.00014823679994922006,3.60846358745043e-06,4,base,244.5559245238736
solver_rank1_r5,r5,solver_rank1,0.03295697899592149,layer_09,layer,0.04033692655370574,100930816,0.21906110677380908,0.00016493947808558627,4.0150495761430375e-06,5,base,244.5559245238736
solver_full_r1,a1,solver_full,0.028669395242005423,layer_09,layer,0.042556646916840794,100930816,,0.00017401601290050286,4.2359956933762225e-06,1,base,244.5559245238736
solver_full_r2,a2,solver_full,0.029357342323796116,layer_09,layer,0.044959702754230974,100930816,0.2705231950579131,0.00018384221458450905,4.475190623324972e-06,2,base,244.5559245238736
solver_full_r3,a3,solver_full,0.0310261737631933,layer_09,layer,0.04490622941139422,100930816,0.24761568722657282,0.00018362355971879334,4.469868003561025e-06,3,base,244.5559245238736
solver_full_r4,a4,solver_full,0.02718923302511751,layer_09,layer,0.04075124677483871,100930816,0.21176151369449844,0.00016663365180858894,4.056290106108368e-06,4,base,244.5559245238736
solver_full_r5,a5,solver_full,0.030608299258084483,layer_09,layer,0.04354456764808461,100930816,0.18238786662331974,0.0001780556644982599,4.334331165414783e-06,5,base,244.5559245238736
questioner_full_r1,q1,questioner_full,0.027678263369719548,layer_10,layer,0.026238447275720642,100930816,,0.00010631736370558626,2.6117177389003436e-06,1,base,246.793622050111
questioner_full_r2,q2,questioner_full,0.02278933701666064,layer_10,layer,0.15406214487138953,100930816,0.007371492907702203,0.0006242549713017109,1.533500943960075e-05,2,q1,246.793621122689
questioner_full_r3,q3,questioner_full,0.024384094972816114,layer_10,layer,0.16181530099272443,100930816,0.012624544715623432,0.0006556706126049847,1.6106741667570327e-05,3,q2,246.79358489139986
questioner_full_r4,q4,questioner_full,0.02362306460125519,layer_10,layer,0.16064388392788917,100930816,0.008903362222842352,0.0006509241274032696,1.599014137122917e-05,4,q3,246.7935618990581
questioner_full_r5,q5,questioner_full,0.025084405507614524,layer_10,layer,0.1658387416022392,100930816,0.003763197922440669,0.0006719736386389332,1.650722615892989e-05,5,q4,246.79352293959278
solver_rank1_r1,r1,solver_rank1,0.030488830548548788,layer_10,layer,0.040321563190923254,100930816,,0.0001633817067717254,4.013520340564173e-06,1,base,246.793622050111
solver_rank1_r2,r2,solver_rank1,0.03057231620170814,layer_10,layer,0.041310697150928964,100930816,0.318290561335218,0.00016738964648989552,4.111976574744086e-06,2,base,246.793622050111
solver_rank1_r3,r3,solver_rank1,0.031219570355001284,layer_10,layer,0.04015501479440756,100930816,0.28773973929383245,0.0001627068579035408,3.996942476904995e-06,3,base,246.793622050111
solver_rank1_r4,r4,solver_rank1,0.02757323513250185,layer_10,layer,0.036474918761540645,100930816,0.23754538696236435,0.00014779522444115058,3.630633754864531e-06,4,base,246.793622050111
solver_rank1_r5,r5,solver_rank1,0.03240175120373078,layer_10,layer,0.03999570424232786,100930816,0.22568562547785678,0.00016206133655353056,3.98108505247403e-06,5,base,246.793622050111
solver_full_r1,a1,solver_full,0.030045640591429355,layer_10,layer,0.04356611866562307,100930816,,0.00017652854358115078,4.336476306634654e-06,1,base,246.793622050111
solver_full_r2,a2,solver_full,0.030278107228820995,layer_10,layer,0.04565931840549807,100930816,0.27637612697586617,0.00018501012313935336,4.544828837340683e-06,2,base,246.793622050111
solver_full_r3,a3,solver_full,0.03120397868173362,layer_10,layer,0.04503471998381573,100930816,0.24857288263806687,0.00018247926996537824,4.482657674525481e-06,3,base,246.793622050111
solver_full_r4,a4,solver_full,0.027648697230050034,layer_10,layer,0.04109412696190935,100930816,0.21230742888118256,0.00016651211089063422,4.090419651103147e-06,4,base,246.793622050111
solver_full_r5,a5,solver_full,0.030373603603491974,layer_10,layer,0.043377302772269755,100930816,0.18693039524287205,0.00017576346751563163,4.3176819849709065e-06,5,base,246.793622050111
questioner_full_r1,q1,questioner_full,0.02822081402006224,layer_11,layer,0.026494362897443852,100930816,,0.00010732321160404376,2.637191020984939e-06,1,base,246.86517018510082
questioner_full_r2,q2,questioner_full,0.02263313087317326,layer_11,layer,0.15353323888120665,100930816,0.005368859381453841,0.0006219315566584092,1.528236329243146e-05,2,q1,246.8651690647907
questioner_full_r3,q3,questioner_full,0.024325886041240724,layer_11,layer,0.16162204543506814,100930816,0.01097464149006865,0.0006546977172440311,1.6087505431417775e-05,3,q2,246.865142764543
questioner_full_r4,q4,questioner_full,0.02350886146437063,layer_11,layer,0.16025510578853266,100930816,0.007555810653711497,0.0006491606191779772,1.595144324430176e-05,4,q3,246.8651071154954
questioner_full_r5,q5,questioner_full,0.024908500065612137,layer_11,layer,0.16525624305349623,100930816,0.002249198082877341,0.0006694192988994979,1.644924552552391e-05,5,q4,246.8650714509901
solver_rank1_r1,r1,solver_rank1,0.030492818093468748,layer_11,layer,0.04032419987433812,100930816,,0.00016334503504120417,4.013782790272957e-06,1,base,246.86517018510082
solver_rank1_r2,r2,solver_rank1,0.029923387701812926,layer_11,layer,0.04086991481449587,100930816,0.31274338607733054,0.00016555561395660386,4.068102063613181e-06,2,base,246.86517018510082
solver_rank1_r3,r3,solver_rank1,0.029307030064892495,layer_11,layer,0.03890561046441948,100930816,0.26494517370956117,0.00015759862128484083,3.872579498509234e-06,3,base,246.86517018510082
solver_rank1_r4,r4,solver_rank1,0.027433599879860077,layer_11,layer,0.03638244413849957,100930816,0.2216927321442386,0.0001473777937617519,3.6214290328451005e-06,4,base,246.86517018510082
solver_rank1_r5,r5,solver_rank1,0.03037577154268656,layer_11,layer,0.03872511941431713,100930816,0.2244567651522496,0.00015686748918561832,3.8546138135618144e-06,5,base,246.86517018510082
solver_full_r1,a1,solver_full,0.030262799580595346,layer_11,layer,0.04372327525879445,100930816,,0.0001771139898998733,4.352119330699978e-06,1,base,246.86517018510082
solver_full_r2,a2,solver_full,0.03003763507431571,layer_11,layer,0.045477641223962605,100930816,0.2721109374830505,0.0001842205653793252,4.52674508746084e-06,2,base,246.86517018510082
solver_full_r3,a3,solver_full,0.029565733154588048,layer_11,layer,0.043836594381319115,100930816,0.22861213753774146,0.00017757302234434368,4.363398868675083e-06,3,base,246.86517018510082
solver_full_r4,a4,solver_full,0.02757452199159112,layer_11,layer,0.04103896678971994,100930816,0.19391337889204738,0.00016624040871763602,4.0849291280293525e-06,4,base,246.86517018510082
solver_full_r5,a5,solver_full,0.030232453180989032,layer_11,layer,0.043276395178934716,100930816,0.1844176608038986,0.00017530377066349962,4.3076378635054295e-06,5,base,246.86517018510082
questioner_full_r1,q1,questioner_full,0.02934652514790638,layer_12,layer,0.02701761786128902,100930816,,0.00010957486675676108,2.689274677334019e-06,1,base,246.56765425290337
questioner_full_r2,q2,questioner_full,0.022459764129935972,layer_12,layer,0.15294408650895827,100930816,0.008437744881606929,0.000620292582033277,1.5223720351965233e-05,2,q1,246.56765361858422
questioner_full_r3,q3,questioner_full,0.024268496985200914,layer_12,layer,0.16143128540255963,100930816,0.011830552419875202,0.0006547140487458636,1.6068517594388383e-05,3,q2,246.5676209511451
questioner_full_r4,q4,questioner_full,0.02323054648553945,layer_12,layer,0.1593036732915534,100930816,0.009716184574598455,0.0006460852397219661,1.5856739731414153e-05,4,q3,246.56757885400313
questioner_full_r5,q5,questioner_full,0.024646202533661666,layer_12,layer,0.16438382955326616,100930816,0.002637449191094109,0.0006666888137680265,1.6362407391000783e-05,5,q4,246.56755319501028
solver_rank1_r1,r1,solver_rank1,0.03265965092985202,layer_12,layer,0.041732340920713,100930816,,0.0001692531043747868,4.153946074748028e-06,1,base,246.56765425290337
solver_rank1_r2,r2,solver_rank1,0.03157234900578311,layer_12,layer,0.0419809053461839,100930816,0.32728318229140174,0.00017026120264389694,4.178687634812164e-06,2,base,246.56765425290337
solver_rank1_r3,r3,solver_rank1,0.030606771128251057,layer_12,layer,0.039758966543849576,100930816,0.27946545592408983,0.0001612497254123567,3.957520698985999e-06,3,base,246.56765425290337
solver_rank1_r4,r4,solver_rank1,0.02867914910930425,layer_12,layer,0.037199200171297755,100930816,0.23595648614340511,0.00015086812698125723,3.7027271446120553e-06,4,base,246.56765425290337
solver_rank1_r5,r5,solver_rank1,0.03057573772909234,layer_12,layer,0.038852375636222465,100930816,0.24107255506682662,0.00015757288097639828,3.867280619971626e-06,5,base,246.56765425290337
solver_full_r1,a1,solver_full,0.03228277933696274,layer_12,layer,0.045158924985209535,100930816,,0.00018315023972645747,4.495020769109226e-06,1,base,246.56765425290337
solver_full_r2,a2,solver_full,0.03170902000183893,layer_12,layer,0.046725770629592434,100930816,0.28699225684988516,0.000189504867421361,4.650981162670326e-06,2,base,246.56765425290337
solver_full_r3,a3,solver_full,0.030950141915026676,layer_12,layer,0.04485117270414641,100930816,0.24540193295004228,0.00018190209433611578,4.464387779161557e-06,3,base,246.56765425290337
solver_full_r4,a4,solver_full,0.02880314379550644,layer_12,layer,0.04194327793566194,100930816,0.20731705120289665,0.0001701085978318993,4.174942284544429e-06,4,base,246.56765425290337
solver_full_r5,a5,solver_full,0.03064556671976778,layer_12,layer,0.04357106866060654,100930816,0.20274762106870456,0.00017671039939373348,4.336969018324867e-06,5,base,246.56765425290337
questioner_full_r1,q1,questioner_full,0.031096083502385765,layer_13,layer,0.02781131725016365,100930816,,0.00011372270879115106,2.7682777811189133e-06,1,base,244.55377070940548
questioner_full_r2,q2,questioner_full,0.022545862871193815,layer_13,layer,0.15323695907288085,100930816,0.007208880662336012,0.0006265982320710829,1.5252872247364989e-05,2,q1,244.55376863479125
questioner_full_r3,q3,questioner_full,0.02425647028285598,layer_13,layer,0.16139128031665914,100930816,0.012716613409048477,0.0006599419899381259,1.6064535575506145e-05,3,q2,244.55373771835718
questioner_full_r4,q4,questioner_full,0.023066404191844324,layer_13,layer,0.1587398720010888,100930816,0.010875556723017512,0.0006491002414309221,1.5800620182263703e-05,4,q3,244.5537096876616
questioner_full_r5,q5,questioner_full,0.024723825137114644,layer_13,layer,0.1646424874507705,100930816,0.0020697934924113716,0.00067323660693941,1.6388153633227694e-05,5,q4,244.5536766030134
solver_rank1_r1,r1,solver_rank1,0.034427026551941124,layer_13,layer,0.042846636442212586,100930816,,0.0001752033359286278,4.264860617414987e-06,1,base,244.55377070940548
solver_rank1_r2,r2,solver_rank1,0.03266077640017643,layer_13,layer,0.04269840034939668,100930816,0.33248459963366966,0.00017459718664544194,4.2501055204733016e-06,2,base,244.55377070940548
solver_rank1_r3,r3,solver_rank1,0.031770664194146196,layer_13,layer,0.0405078764195695,100930816,0.2863997404590586,0.0001656399584519331,4.032065552448623e-06,3,base,244.55377070940548
solver_rank1_r4,r4,solver_rank1,0.029644030561216672,layer_13,layer,0.03781978862961789,100930816,0.2404070409351817,0.0001546481516924055,3.764499164431662e-06,4,base,244.55377070940548
solver_rank1_r5,r5,solver_rank1,0.030105104785966497,layer_13,layer,0.038552201066396674,100930816,0.24504979273592367,0.00015764304494084812,3.837401898851331e-06,5,base,244.55377070940548
solver_full_r1,a1,solver_full,0.03406115791553839,layer_13,layer,0.04638609787723798,100930816,,0.00018967647786693472,4.617170878722384e-06,1,base,244.55377070940548
solver_full_r2,a2,solver_full,0.032950003802526065,layer_13,layer,0.0476313397515302,100930816,0.295118436807949,0.00019476837185278498,4.74111953536869e-06,2,base,244.55377070940548
solver_full_r3,a3,solver_full,0.03221535019420217,layer_13,layer,0.04575872435084593,100930816,0.25434350491070806,0.00018711109715506855,4.554723488045011e-06,3,base,244.55377070940548
solver_full_r4,a4,solver_full,0.02984246245913789,layer_13,layer,0.04269330245645832,100930816,0.21293260618857357,0.0001745763409519833,4.249598087343656e-06,4,base,244.55377070940548
solver_full_r5,a5,solver_full,0.030763613816725717,layer_13,layer,0.04365490614653015,100930816,0.20900960637284033,0.00017850841563348338,4.3453140185785256e-06,5,base,244.55377070940548
questioner_full_r1,q1,questioner_full,0.03265468091690786,layer_14,layer,0.028499775206182864,100930816,,0.00011756517961437757,2.8368053825172728e-06,1,base,242.41680487083184
questioner_full_r2,q2,questioner_full,0.023004821143189944,layer_14,layer,0.1547887969871646,100930816,0.00797079421829387,0.0006385233807470374,1.5407338804247847e-05,2,q1,242.41680360407506
questioner_full_r3,q3,questioner_full,0.024427314476917875,layer_14,layer,0.1619586419877617,100930816,0.013775005674528343,0.0006681000025416625,1.6121009517169676e-05,3,q2,242.41676601050753
questioner_full_r4,q4,questioner_full,0.023189547157631683,layer_14,layer,0.15916303458850783,100930816,0.013085580748842312,0.0006565678669040011,1.584274086205804e-05,4,q3,242.4167288890176
questioner_full_r5,q5,questioner_full,0.02476198475953959,layer_14,layer,0.16476949596901505,100930816,0.0035235711825659577,0.0006796953208999998,1.640079578375608e-05,5,q4,242.41669892745483
solver_rank1_r1,r1,solver_rank1,0.03826422318108409,layer_14,layer,0.045171387190411076,100930816,,0.00018633768898356686,4.496261229798408e-06,1,base,242.41680487083184
solver_rank1_r2,r2,solver_rank1,0.03598443321803457,layer_14,layer,0.04481833165359605,100930816,0.3611823219171803,0.0001848812902120248,4.4611188527123205e-06,2,base,242.41680487083184
solver_rank1_r3,r3,solver_rank1,0.03461342790970346,layer_14,layer,0.04228132950815717,100930816,0.3159733389653575,0.00017441583528289692,4.208591199789727e-06,3,base,242.41680487083184
solver_rank1_r4,r4,solver_rank1,0.03164676761840302,layer_14,layer,0.03907645431054561,100930816,0.2626090367901087,0.00016119531948854333,3.8895849218416744e-06,4,base,242.41680487083184
solver_rank1_r5,r5,solver_rank1,0.030753629793910366,layer_14,layer,0.03896523481836854,100930816,0.26766884322076606,0.00016073652500754056,3.878514376485924e-06,5,base,242.41680487083184
solver_full_r1,a1,solver_full,0.03765921120197513,layer_14,layer,0.04877460328989017,100930816,,0.00020120141141155204,4.854917491169818e-06,1,base,242.41680487083184
solver_full_r2,a2,solver_full,0.03616960854499405,layer_14,layer,0.04990418496052302,100930816,0.32617982958063296,0.0002058610787610773,4.9673535837376276e-06,2,base,242.41680487083184
solver_full_r3,a3,solver_full,0.0349738719051217,layer_14,layer,0.04767759476204935,100930816,0.2844536623139324,0.0001966761123984521,4.745723658098074e-06,3,base,242.41680487083184
solver_full_r4,a4,solver_full,0.03191021084055466,layer_14,layer,0.04414761625330932,100930816,0.23541022415807758,0.00018211450430110534,4.394357306563078e-06,4,base,242.41680487083184
solver_full_r5,a5,solver_full,0.032070021718376925,layer_14,layer,0.04457219382772325,100930816,0.23163892223124924,0.00018386594052946482,4.436618831072655e-06,5,base,242.41680487083184
questioner_full_r1,q1,questioner_full,0.03406148832659923,layer_15,layer,0.029107206206907047,100930816,,0.0001217531738042633,2.8972677377427407e-06,1,base,239.0673302176196
questioner_full_r2,q2,questioner_full,0.023586152786901484,layer_15,layer,0.15673235101466262,100930816,0.00641832474845765,0.0006555992094621713,1.560079592755959e-05,2,q1,239.06732764861002
questioner_full_r3,q3,questioner_full,0.02467050901247945,layer_15,layer,0.16276286276896584,100930816,0.015006579951373744,0.0006808244692775986,1.620105989736907e-05,3,q2,239.06729283932523
questioner_full_r4,q4,questioner_full,0.023335051789712652,layer_15,layer,0.15966159421933562,100930816,0.013443029889308723,0.0006678521883489925,1.589236639889144e-05,4,q3,239.06726219470428
questioner_full_r5,q5,questioner_full,0.024791160057448497,layer_15,layer,0.16486653552411581,100930816,0.005088090601515943,0.0006896241431598387,1.641045488914324e-05,5,q4,239.0672327228886
solver_rank1_r1,r1,solver_rank1,0.038431399592538745,layer_15,layer,0.04526995655269489,100930816,,0.00018936069814092245,4.506072608851578e-06,1,base,239.0673302176196
solver_rank1_r2,r2,solver_rank1,0.03697120822725887,layer_15,layer,0.045428685926187866,100930816,0.35674806877944376,0.00019002465073263996,4.521872184035272e-06,2,base,239.0673302176196
solver_rank1_r3,r3,solver_rank1,0.03494907072999262,layer_15,layer,0.04248583377342852,100930816,0.31209509699231586,0.00017771492965916452,4.228947107731894e-06,3,base,239.0673302176196
solver_rank1_r4,r4,solver_rank1,0.03312877780102058,layer_15,layer,0.039980956336597505,100930816,0.2624305204214381,0.00016723722266946055,3.979617078146021e-06,4,base,239.0673302176196
solver_rank1_r5,r5,solver_rank1,0.031932844801016935,layer_15,layer,0.03970524789824677,100930816,0.26594555621285343,0.00016608395577138728,3.952173662320442e-06,5,base,239.0673302176196
solver_full_r1,a1,solver_full,0.037991515234702594,layer_15,layer,0.04898932365956307,100930816,,0.00020491852071535157,4.8762902878328615e-06,1,base,239.0673302176196
solver_full_r2,a2,solver_full,0.037320979716146965,layer_15,layer,0.050692251485550274,100930816,0.3222663781707796,0.00021204173501835586,5.045796004556933e-06,2,base,239.0673302176196
solver_full_r3,a3,solver_full,0.03554693225555452,layer_15,layer,0.04806661554225935,100930816,0.28275717483151175,0.00020105890461279252,4.784445936966132e-06,3,base,239.0673302176196
solver_full_r4,a4,solver_full,0.03354837556841067,layer_15,layer,0.045266630694939164,100930816,0.23712061044400576,0.00018934678633727826,4.505741560234013e-06,4,base,239.0673302176196
solver_full_r5,a5,solver_full,0.03340487743128403,layer_15,layer,0.04549035486315297,100930816,0.23477859522849429,0.00019028260708706517,4.5280105753401545e-06,5,base,239.0673302176196
questioner_full_r1,q1,questioner_full,0.035126150029546964,layer_16,layer,0.029558608695680964,100930816,,0.0001230672257615502,2.942199355643984e-06,1,base,240.18261980612502
questioner_full_r2,q2,questioner_full,0.024369653442650765,layer_16,layer,0.1593143041470205,100930816,0.008146944861347392,0.0006633048848083841,1.5857797903550307e-05,2,q1,240.18261857523228
questioner_full_r3,q3,questioner_full,0.02509824675224886,layer_16,layer,0.16416779202263782,100930816,0.012730180705591924,0.0006835124750883108,1.634090348701282e-05,3,q2,240.18258335581527
questioner_full_r4,q4,questioner_full,0.023348118885307172,layer_16,layer,0.15970629138442108,100930816,0.012829824449749944,0.0006649371227310735,1.589681545708858e-05,4,q3,240.1825464766727
questioner_full_r5,q5,questioner_full,0.02476361752089943,layer_16,layer,0.16477492818364223,100930816,0.006417993189009337,0.000686040465582102,1.6401336494536493e-05,5,q4,240.1825204929151
solver_rank1_r1,r1,solver_rank1,0.03319429846957863,layer_16,layer,0.04207253928221536,100930816,,0.0001751689581709794,4.187808676682659e-06,1,base,240.18261980612502
solver_rank1_r2,r2,solver_rank1,0.03475641993447718,layer_16,layer,0.044046952968975504,100930816,0.32375567039028874,0.00018338942678088085,4.384337503082028e-06,2,base,240.18261980612502
solver_rank1_r3,r3,solver_rank1,0.03400350288913798,layer_16,layer,0.041907153078963096,100930816,0.2844178103325632,0.00017448037294617936,4.171346495202774e-06,3,base,240.18261980612502
solver_rank1_r4,r4,solver_rank1,0.032050935352129876,layer_16,layer,0.03932518960401262,100930816,0.24616499285799845,0.0001637303716470236,3.9143434897329804e-06,4,base,240.18261980612502
solver_rank1_r5,r5,solver_rank1,0.030686101785760735,layer_16,layer,0.038922431892268676,100930816,0.25533224410440514,0.00016205349048023038,3.8742538667005255e-06,5,base,240.18261980612502
solver_full_r1,a1,solver_full,0.03330922725182222,layer_16,layer,0.045871233100325315,100930816,,0.0001909848145438354,4.565922363256987e-06,1,base,240.18261980612502
solver_full_r2,a2,solver_full,0.03527165686310021,layer_16,layer,0.04928082767335654,100930816,0.2864652672218949,0.00020518065675666265,4.905305960741584e-06,2,base,240.18261980612502
solver_full_r3,a3,solver_full,0.03360615141680222,layer_16,layer,0.046736035594340405,100930816,0.25701356339196535,0.00019458541851223728,4.652002914843378e-06,3,base,240.18261980612502
solver_full_r4,a4,solver_full,0.032860716294417114,layer_16,layer,0.04480030131393768,100930816,0.22471549900739515,0.00018652599155634327,4.459324152079721e-06,4,base,240.18261980612502
solver_full_r5,a5,solver_full,0.0321258489450293,layer_16,layer,0.044610972410559266,100930816,0.22638195232267783,0.00018573772093321807,4.440478766518453e-06,5,base,240.18261980612502
questioner_full_r1,q1,questioner_full,0.03526308808375036,layer_17,layer,0.0296161692463682,100930816,,0.0001236553293817693,2.9479288071511943e-06,1,base,239.50580532548042
questioner_full_r2,q2,questioner_full,0.02556160888514431,layer_17,layer,0.16316394121648226,100930816,0.009063123343739297,0.0006812525602919909,1.624098237010771e-05,2,q1,239.50580258597302
questioner_full_r3,q3,questioner_full,0.02573107172369678,layer_17,layer,0.1662245640015377,100930816,0.015279449439986405,0.0006940315784254776,1.654563007794706e-05,3,q2,239.50576482217843
questioner_full_r4,q4,questioner_full,0.023987027450991273,layer_17,layer,0.16187668157787732,100930816,0.012976144613048714,0.0006758780767623388,1.611285135696556e-05,4,q3,239.50574392546625
questioner_full_r5,q5,questioner_full,0.025325815979819602,layer_17,layer,0.16663484070991244,100930816,0.005252459292617048,0.0006957447543721796,1.658646812548318e-05,5,q4,239.50570904451735
solver_rank1_r1,r1,solver_rank1,0.02973134327945339,layer_17,layer,0.03981752330447362,100930816,,0.00016624867714735736,3.963349311054666e-06,1,base,239.50580532548042
solver_rank1_r2,r2,solver_rank1,0.03266807254376629,layer_17,layer,0.04270316931538253,100930816,0.29276348825415754,0.00017829701145385742,4.250580212932446e-06,2,base,239.50580532548042
solver_rank1_r3,r3,solver_rank1,0.03421425537321373,layer_17,layer,0.04203682197993059,100930816,0.26079163335618283,0.00017551483532018752,4.184253454417312e-06,3,base,239.50580532548042
solver_rank1_r4,r4,solver_rank1,0.03138487103136853,layer_17,layer,0.038914427474859715,100930816,0.2271871409821096,0.0001624780135161079,3.873457124472723e-06,4,base,239.50580532548042
solver_rank1_r5,r5,solver_rank1,0.03024442059161633,layer_17,layer,0.03864130109829737,100930816,0.23921655326949032,0.00016133763875069804,3.846270721438519e-06,5,base,239.50580532548042
solver_full_r1,a1,solver_full,0.03018724932248829,layer_17,layer,0.043668664168495325,100930816,,0.00018232820749021538,4.3466834620383864e-06,1,base,239.50580532548042
solver_full_r2,a2,solver_full,0.03329190418756712,layer_17,layer,0.047877821453704346,100930816,0.25055016898334964,0.00019990255095754352,4.765653785704389e-06,2,base,239.50580532548042
solver_full_r3,a3,solver_full,0.03295535760399929,layer_17,layer,0.04628129418003514,100930816,0.23208348219952102,0.00019323662788524228,4.606738947586722e-06,3,base,239.50580532548042
solver_full_r4,a4,solver_full,0.032372681269463174,layer_17,layer,0.044466378220747386,100930816,0.20763186020653718,0.00018565887436556728,4.426086176648127e-06,4,base,239.50580532548042
solver_full_r5,a5,solver_full,0.03160504719348095,layer_17,layer,0.04424789399256173,100930816,0.2112236247617273,0.00018474664500273935,4.404338733728727e-06,5,base,239.50580532548042
questioner_full_r1,q1,questioner_full,0.03493236227215343,layer_18,layer,0.02947695985713352,100930816,,0.00012369107121012663,2.934072208570297e-06,1,base,238.31113732581395
questioner_full_r2,q2,questioner_full,0.026720319680559906,layer_18,layer,0.16682107644989333,100930816,0.00701828085238153,0.0007000137695249249,1.6605005624315112e-05,2,q1,238.3111357410998
questioner_full_r3,q3,questioner_full,0.02654674940155344,layer_18,layer,0.1688386767933394,100930816,0.011874480110753434,0.0007084801359032512,1.6805833156204373e-05,3,q2,238.3110947466221
questioner_full_r4,q4,questioner_full,0.024519539793830637,layer_18,layer,0.1636636506245925,100930816,0.011043497108788774,0.0006867648202418075,1.6290722353260776e-05,4,q3,238.3110575858663
questioner_full_r5,q5,questioner_full,0.025588685808768996,layer_18,layer,0.16749740312367495,100930816,0.004672626797862587,0.0007028520834355112,1.667232570437341e-05,5,q4,238.31102883689942
solver_rank1_r1,r1,solver_rank1,0.029354405710936744,layer_18,layer,0.03956431249535456,100930816,,0.00016601956979149938,3.938145260109567e-06,1,base,238.31113732581395
solver_rank1_r2,r2,solver_rank1,0.032253019912822214,layer_18,layer,0.04243102715049523,100930816,0.27342378376711823,0.00017804886345905197,4.2234917761789265e-06,2,base,238.31113732581395
solver_rank1_r3,r3,solver_rank1,0.03394556399527165,layer_18,layer,0.04187143485780416,100930816,0.24451519421104567,0.00017570070508521145,4.167791181474699e-06,3,base,238.31113732581395
solver_rank1_r4,r4,solver_rank1,0.032966623043469916,layer_18,layer,0.03988298932174835,100930816,0.21710367141610204,0.0001673567998931631,3.9698656554410114e-06,4,base,238.31113732581395
solver_rank1_r5,r5,solver_rank1,0.030870063996346803,layer_18,layer,0.03903892693180289,100930816,0.22857615911702656,0.000163814949523025,3.8858495285187825e-06,5,base,238.31113732581395
solver_full_r1,a1,solver_full,0.030085335059212147,layer_18,layer,0.043594887616195205,100930816,,0.00018293264891180137,4.339339905145238e-06,1,base,238.31113732581395
solver_full_r2,a2,solver_full,0.03317746547620124,layer_18,layer,0.04779546219964272,100930816,0.22902577968208887,0.00020055907892503478,4.757455925421918e-06,2,base,238.31113732581395
solver_full_r3,a3,solver_full,0.03337963895640441,layer_18,layer,0.04657826398417524,100930816,0.21572011082527393,0.00019545147787404675,4.636298673329646e-06,3,base,238.31113732581395
solver_full_r4,a4,solver_full,0.03356977981302295,layer_18,layer,0.04528106870463482,100930816,0.19858930548558096,0.0001900081935437516,4.50717868818752e-06,4,base,238.31113732581395
solver_full_r5,a5,solver_full,0.032266078230027216,layer_18,layer,0.04470822980961414,100930816,0.20289960110150618,0.00018760444984360926,4.450159555617051e-06,5,base,238.31113732581395
