tensor,layer,module,delta_id,family,round,parameter_count,l2_norm
model.layers.4.self_attn.k_proj.weight,layer_04,attention_k,questioner_full_r5,questioner_full,5,2621440,0.027287654781512134
model.layers.4.self_attn.k_proj.weight,layer_04,attention_k,solver_rank1_r1,solver_rank1,1,2621440,0.006048564379768088
model.layers.4.self_attn.k_proj.weight,layer_04,attention_k,solver_rank1_r2,solver_rank1,2,2621440,0.006647463601665971
model.layers.4.self_attn.k_proj.weight,layer_04,attention_k,solver_rank1_r3,solver_rank1,3,2621440,0.0061140973779439806
model.layers.4.self_attn.k_proj.weight,layer_04,attention_k,solver_rank1_r4,solver_rank1,4,2621440,0.005708861340608066
model.layers.4.self_attn.k_proj.weight,layer_04,attention_k,solver_rank1_r5,solver_rank1,5,2621440,0.0067412933809955725
model.layers.4.self_attn.k_proj.weight,layer_04,attention_k,solver_full_r1,solver_full,1,2621440,0.006701210335082005
model.layers.4.self_attn.k_proj.weight,layer_04,attention_k,solver_full_r2,solver_full,2,2621440,0.007204452003307169
model.layers.4.self_attn.k_proj.weight,layer_04,attention_k,solver_full_r3,solver_full,3,2621440,0.006776412294064591
model.layers.4.self_attn.k_proj.weight,layer_04,attention_k,solver_full_r4,solver_full,4,2621440,0.006379311847347103
model.layers.4.self_attn.k_proj.weight,layer_04,attention_k,solver_full_r5,solver_full,5,2621440,0.007190808186679306
model.layers.13.mlp.up_proj.weight,layer_13,mlp_up,questioner_full_r1,questioner_full,1,24903680,0.013920846373681
model.layers.13.mlp.up_proj.weight,layer_13,mlp_up,questioner_full_r2,questioner_full,2,24903680,0.07549822269253803
model.layers.13.mlp.up_proj.weight,layer_13,mlp_up,questioner_full_r3,questioner_full,3,24903680,0.08007727126794556
model.layers.13.mlp.up_proj.weight,layer_13,mlp_up,questioner_full_r4,questioner_full,4,24903680,0.07822889566614323
model.layers.13.mlp.up_proj.weight,layer_13,mlp_up,questioner_full_r5,questioner_full,5,24903680,0.08092742485404018
model.layers.13.mlp.up_proj.weight,layer_13,mlp_up,solver_rank1_r1,solver_rank1,1,24903680,0.021768660358403975
model.layers.13.mlp.up_proj.weight,layer_13,mlp_up,solver_rank1_r2,solver_rank1,2,24903680,0.021761099998430965
model.layers.13.mlp.up_proj.weight,layer_13,mlp_up,solver_rank1_r3,solver_rank1,3,24903680,0.020532348771148318
model.layers.13.mlp.up_proj.weight,layer_13,mlp_up,solver_rank1_r4,solver_rank1,4,24903680,0.018883803005994626
model.layers.13.mlp.up_proj.weight,layer_13,mlp_up,solver_rank1_r5,solver_rank1,5,24903680,0.019074953142031514
model.layers.13.mlp.up_proj.weight,layer_13,mlp_up,solver_full_r1,solver_full,1,24903680,0.023496303127227745
model.layers.13.mlp.up_proj.weight,layer_13,mlp_up,solver_full_r2,solver_full,2,24903680,0.024241989073714335
model.layers.13.mlp.up_proj.weight,layer_13,mlp_up,solver_full_r3,solver_full,3,24903680,0.02316472774770038
model.layers.13.mlp.up_proj.weight,layer_13,mlp_up,solver_full_r4,solver_full,4,24903680,0.02129143565448236
model.layers.13.mlp.up_proj.weight,layer_13,mlp_up,solver_full_r5,solver_full,5,24903680,0.02179439545749378
model.layers.0.mlp.down_proj.weight,layer_00,mlp_down,questioner_full_r1,questioner_full,1,24903680,0.010831544530397022
model.layers.0.mlp.down_proj.weight,layer_00,mlp_down,questioner_full_r2,questioner_full,2,24903680,0.07297587510269274
model.layers.0.mlp.down_proj.weight,layer_00,mlp_down,questioner_full_r3,questioner_full,3,24903680,0.0722616800238484
model.layers.0.mlp.down_proj.weight,layer_00,mlp_down,questioner_full_r4,questioner_full,4,24903680,0.08092409283610752
model.layers.0.mlp.down_proj.weight,layer_00,mlp_down,questioner_full_r5,questioner_full,5,24903680,0.08189936932803452
model.layers.0.mlp.down_proj.weight,layer_00,mlp_down,solver_rank1_r1,solver_rank1,1,24903680,0.014673986961640047
model.layers.0.mlp.down_proj.weight,layer_00,mlp_down,solver_rank1_r2,solver_rank1,2,24903680,0.017188565930852346
model.layers.0.mlp.down_proj.weight,layer_00,mlp_down,solver_rank1_r3,solver_rank1,3,24903680,0.015243841184710442
model.layers.0.mlp.down_proj.weight,layer_00,mlp_down,solver_rank1_r4,solver_rank1,4,24903680,0.01529367746557923
model.layers.0.mlp.down_proj.weight,layer_00,mlp_down,solver_rank1_r5,solver_rank1,5,24903680,0.017969414559507086
model.layers.0.mlp.down_proj.weight,layer_00,mlp_down,solver_full_r1,solver_full,1,24903680,0.016257144711616593
model.layers.0.mlp.down_proj.weight,layer_00,mlp_down,solver_full_r2,solver_full,2,24903680,0.018804140536402347
model.layers.0.mlp.down_proj.weight,layer_00,mlp_down,solver_full_r3,solver_full,3,24903680,0.01680131367926358
model.layers.0.mlp.down_proj.weight,layer_00,mlp_down,solver_full_r4,solver_full,4,24903680,0.016794199045917915
model.layers.0.mlp.down_proj.weight,layer_00,mlp_down,solver_full_r5,solver_full,5,24903680,0.019111780491564777
model.layers.6.self_attn.k_norm.weight,layer_06,normalization,questioner_full_r1,questioner_full,1,128,0.0
model.layers.6.self_attn.k_norm.weight,layer_06,normalization,questioner_full_r2,questioner_full,2,128,1.52587890625e-05
model.layers.6.self_attn.k_norm.weight,layer_06,normalization,questioner_full_r3,questioner_full,3,128,3.411968959808029e-05
model.layers.6.self_attn.k_norm.weight,layer_06,normalization,questioner_full_r4,questioner_full,4,128,1.52587890625e-05
model.layers.6.self_attn.k_norm.weight,layer_06,normalization,questioner_full_r5,questioner_full,5,128,3.0517578125e-05
model.layers.6.self_attn.k_norm.weight,layer_06,normalization,solver_rank1_r1,solver_rank1,1,128,0.0
model.layers.6.self_attn.k_norm.weight,layer_06,normalization,solver_rank1_r2,solver_rank1,2,128,0.0
model.layers.6.self_attn.k_norm.weight,layer_06,normalization,solver_rank1_r3,solver_rank1,3,128,1.52587890625e-05
model.layers.6.self_attn.k_norm.weight,layer_06,normalization,solver_rank1_r4,solver_rank1,4,128,0.0
model.layers.6.self_attn.k_norm.weight,layer_06,normalization,solver_rank1_r5,solver_rank1,5,128,0.0
model.layers.6.self_attn.k_norm.weight,layer_06,normalization,solver_full_r1,solver_full,1,128,0.0
model.layers.6.self_attn.k_norm.weight,layer_06,normalization,solver_full_r2,solver_full,2,128,0.0
model.layers.6.self_attn.k_norm.weight,layer_06,normalization,solver_full_r3,solver_full,3,128,1.52587890625e-05
model.layers.6.self_attn.k_norm.weight,layer_06,normalization,solver_full_r4,solver_full,4,128,0.0
model.layers.6.self_attn.k_norm.weight,layer_06,normalization,solver_full_r5,solver_full,5,128,0.0
model.layers.19.self_attn.v_proj.weight,layer_19,attention_v,questioner_full_r1,questioner_full,1,2621440,0.00502559129096438
model.layers.19.self_attn.v_proj.weight,layer_19,attention_v,questioner_full_r2,questioner_full,2,2621440,0.02555858384292815
model.layers.19.self_attn.v_proj.weight,layer_19,attention_v,questioner_full_r3,questioner_full,3,2621440,0.02583456148122832
model.layers.19.self_attn.v_proj.weight,layer_19,attention_v,questioner_full_r4,questioner_full,4,2621440,0.025364530834019888
model.layers.19.self_attn.v_proj.weight,layer_19,attention_v,questioner_full_r5,questioner_full,5,2621440,0.025495772818272113
model.layers.19.self_attn.v_proj.weight,layer_19,attention_v,solver_rank1_r1,solver_rank1,1,2621440,0.006837167799455432
model.layers.19.self_attn.v_proj.weight,layer_19,attention_v,solver_rank1_r2,solver_rank1,2,2621440,0.007411917766364276
model.layers.19.self_attn.v_proj.weight,layer_19,attention_v,solver_rank1_r3,solver_rank1,3,2621440,0.007527009073456236
model.layers.19.self_attn.v_proj.weight,layer_19,attention_v,solver_rank1_r4,solver_rank1,4,2621440,0.007296322930954873
model.layers.19.self_attn.v_proj.weight,layer_19,attention_v,solver_rank1_r5,solver_rank1,5,2621440,0.0067969621663098185
model.layers.19.self_attn.v_proj.weight,layer_19,attention_v,solver_full_r1,solver_full,1,2621440,0.007481433631237018
model.layers.19.self_attn.v_proj.weight,layer_19,attention_v,solver_full_r2,solver_full,2,2621440,0.008343511667228637
model.layers.19.self_attn.v_proj.weight,layer_19,attention_v,solver_full_r3,solver_full,3,2621440,0.008145014271289368
model.layers.19.self_attn.v_proj.weight,layer_19,attention_v,solver_full_r4,solver_full,4,2621440,0.007930571208532881
model.layers.19.self_attn.v_proj.weight,layer_19,attention_v,solver_full_r5,solver_full,5,2621440,0.00777583335113805
model.layers.23.self_attn.q_proj.weight,layer_23,attention_q,questioner_full_r1,questioner_full,1,10485760,0.008520587382301143
model.layers.23.self_attn.q_proj.weight,layer_23,attention_q,questioner_full_r2,questioner_full,2,10485760,0.057105922252954334
model.layers.23.self_attn.q_proj.weight,layer_23,attention_q,questioner_full_r3,questioner_full,3,10485760,0.05697033152926936
model.layers.23.self_attn.q_proj.weight,layer_23,attention_q,questioner_full_r4,questioner_full,4,10485760,0.05448547568376402
model.layers.23.self_attn.q_proj.weight,layer_23,attention_q,questioner_full_r5,questioner_full,5,10485760,0.05584235105430168
model.layers.23.self_attn.q_proj.weight,layer_23,attention_q,solver_rank1_r1,solver_rank1,1,10485760,0.01191272533430229
model.layers.23.self_attn.q_proj.weight,layer_23,attention_q,solver_rank1_r2,solver_rank1,2,10485760,0.011960516771341646
model.layers.23.self_attn.q_proj.weight,layer_23,attention_q,solver_rank1_r3,solver_rank1,3,10485760,0.011831295311531612
model.layers.23.self_attn.q_proj.weight,layer_23,attention_q,solver_rank1_r4,solver_rank1,4,10485760,0.01148281412805911
model.layers.23.self_attn.q_proj.weight,layer_23,attention_q,solver_rank1_r5,solver_rank1,5,10485760,0.01160936066158193
model.layers.23.self_attn.q_proj.weight,layer_23,attention_q,solver_full_r1,solver_full,1,10485760,0.013132281637982624
model.layers.23.self_attn.q_proj.weight,layer_23,attention_q,solver_full_r2,solver_full,2,10485760,0.013474021962134755
model.layers.23.self_attn.q_proj.weight,layer_23,attention_q,solver_full_r3,solver_full,3,10485760,0.013482807479451277
model.layers.23.self_attn.q_proj.weight,layer_23,attention_q,solver_full_r4,solver_full,4,10485760,0.013077902043478614
model.layers.23.self_attn.q_proj.weight,layer_23,attention_q,solver_full_r5,solver_full,5,10485760,0.013231720648188722
model.layers.22.post_attention_layernorm.weight,layer_22,normalization,questioner_full_r1,questioner_full,1,2560,9.670853614807129e-06
model.layers.22.post_attention_layernorm.weight,layer_22,normalization,questioner_full_r2,questioner_full,2,2560,2.4557113647460938e-05
model.layers.22.post_attention_layernorm.weight,layer_22,normalization,questioner_full_r3,questioner_full,3,2560,5.245208740234375e-06
model.layers.22.post_attention_layernorm.weight,layer_22,normalization,questioner_full_r4,questioner_full,4,2560,1.1160969734191895e-05
model.layers.22.post_attention_layernorm.weight,layer_22,normalization,questioner_full_r5,questioner_full,5,2560,5.857646465301514e-05
model.layers.22.post_attention_layernorm.weight,layer_22,normalization,solver_rank1_r1,solver_rank1,1,2560,1.870095729827881e-05
model.layers.22.post_attention_layernorm.weight,layer_22,normalization,solver_rank1_r2,solver_rank1,2,2560,7.37607479095459e-06
model.layers.22.post_attention_layernorm.weight,layer_22,normalization,solver_rank1_r3,solver_rank1,3,2560,7.4356794357299805e-06
model.layers.22.post_attention_layernorm.weight,layer_22,normalization,solver_rank1_r4,solver_rank1,4,2560,1.2174248695373535e-05
model.layers.22.post_attention_layernorm.weight,layer_22,normalization,solver_rank1_r5,solver_rank1,5,2560,5.46872615814209e-06
model.layers.22.post_attention_layernorm.weight,layer_22,normalization,solver_full_r1,solver_full,1,2560,1.870095729827881e-05
model.layers.22.post_attention_layernorm.weight,layer_22,normalization,solver_full_r2,solver_full,2,2560,7.37607479095459e-06
model.layers.22.post_attention_layernorm.weight,layer_22,normalization,solver_full_r3,solver_full,3,2560,7.4356794357299805e-06
model.layers.22.post_attention_layernorm.weight,layer_22,normalization,solver_full_r4,solver_full,4,2560,1.2174248695373535e-05
model.layers.22.post_attention_layernorm.weight,layer_22,normalization,solver_full_r5,solver_full,5,2560,5.46872615814209e-06
model.layers.14.self_attn.k_proj.weight,layer_14,attention_k,questioner_full_r1,questioner_full,1,2621440,0.004691164627643424
model.layers.14.self_attn.k_proj.weight,layer_14,attention_k,questioner_full_r2,questioner_full,2,2621440,0.024800331824953576
model.layers.14.self_attn.k_proj.weight,layer_14,attention_k,questioner_full_r3,questioner_full,3,2621440,0.02644226332256508
model.layers.14.self_attn.k_proj.weight,layer_14,attention_k,questioner_full_r4,questioner_full,4,2621440,0.02698550090633544
model.layers.14.self_attn.k_proj.weight,layer_14,attention_k,questioner_full_r5,questioner_full,5,2621440,0.0277169437789794
model.layers.14.self_attn.k_proj.weight,layer_14,attention_k,solver_rank1_r1,solver_rank1,1,2621440,0.006747214718265235
model.layers.14.self_attn.k_proj.weight,layer_14,attention_k,solver_rank1_r2,solver_rank1,2,2621440,0.007295731749148374
model.layers.14.self_attn.k_proj.weight,layer_14,attention_k,solver_rank1_r3,solver_rank1,3,2621440,0.006636018475044019
model.layers.14.self_attn.k_proj.weight,layer_14,attention_k,solver_rank1_r4,solver_rank1,4,2621440,0.006485695379319811
model.layers.14.self_attn.k_proj.weight,layer_14,attention_k,solver_rank1_r5,solver_rank1,5,2621440,0.006482648779163548
model.layers.14.self_attn.k_proj.weight,layer_14,attention_k,solver_full_r1,solver_full,1,2621440,0.007337706038801816
model.layers.14.self_attn.k_proj.weight,layer_14,attention_k,solver_full_r2,solver_full,2,2621440,0.008081877644381839
model.layers.14.self_attn.k_proj.weight,layer_14,attention_k,solver_full_r3,solver_full,3,2621440,0.0075289370448154425
model.layers.14.self_attn.k_proj.weight,layer_14,attention_k,solver_full_r4,solver_full,4,2621440,0.007289591907556343
model.layers.14.self_attn.k_proj.weight,layer_14,attention_k,solver_full_r5,solver_full,5,2621440,0.007340124611276586
model.layers.26.self_attn.q_norm.weight,layer_26,normalization,questioner_full_r1,questioner_full,1,128,0.0
model.layers.26.self_attn.q_norm.weight,layer_26,normalization,questioner_full_r2,questioner_full,2,128,1.52587890625e-05
model.layers.26.self_attn.q_norm.weight,layer_26,normalization,questioner_full_r3,questioner_full,3,128,1.52587890625e-05
model.layers.26.self_attn.q_norm.weight,layer_26,normalization,questioner_full_r4,questioner_full,4,128,3.0517578125e-05
model.layers.26.self_attn.q_norm.weight,layer_26,normalization,questioner_full_r5,questioner_full,5,128,3.0517578125e-05
model.layers.26.self_attn.q_norm.weight,layer_26,normalization,solver_rank1_r1,solver_rank1,1,128,1.52587890625e-05
model.layers.26.self_attn.q_norm.weight,layer_26,normalization,solver_rank1_r2,solver_rank1,2,128,0.0
model.layers.26.self_attn.q_norm.weight,layer_26,normalization,solver_rank1_r3,solver_rank1,3,128,0.0
model.layers.26.self_attn.q_norm.weight,layer_26,normalization,solver_rank1_r4,solver_rank1,4,128,0.0
model.layers.26.self_attn.q_norm.weight,layer_26,normalization,solver_rank1_r5,solver_rank1,5,128,1.52587890625e-05
model.layers.26.self_attn.q_norm.weight,layer_26,normalization,solver_full_r1,solver_full,1,128,1.52587890625e-05
model.layers.26.self_attn.q_norm.weight,layer_26,normalization,solver_full_r2,solver_full,2,128,0.0
model.layers.26.self_attn.q_norm.weight,layer_26,normalization,solver_full_r3,solver_full,3,128,0.0
model.layers.26.self_attn.q_norm.weight,layer_26,normalization,solver_full_r4,solver_full,4,128,0.0
model.layers.26.self_attn.q_norm.weight,layer_26,normalization,solver_full_r5,solver_full,5,128,1.52587890625e-05
model.layers.9.self_attn.k_norm.weight,layer_09,normalization,questioner_full_r1,questioner_full,1,128,2.132480599880018e-05
model.layers.9.self_attn.k_norm.weight,layer_09,normalization,questioner_full_r2,questioner_full,2,128,3.4239431516678315e-05
model.layers.9.self_attn.k_norm.weight,layer_09,normalization,questioner_full_r3,questioner_full,3,128,7.068135819888221e-05
model.layers.9.self_attn.k_norm.weight,layer_09,normalization,questioner_full_r4,questioner_full,4,128,2.942514156444838e-05
model.layers.9.self_attn.k_norm.weight,layer_09,normalization,questioner_full_r5,questioner_full,5,128,4.73103208725451e-05
model.layers.9.self_attn.k_norm.weight,layer_09,normalization,solver_rank1_r1,solver_rank1,1,128,1.52587890625e-05
model.layers.9.self_attn.k_norm.weight,layer_09,normalization,solver_rank1_r2,solver_rank1,2,128,0.0
model.layers.9.self_attn.k_norm.weight,layer_09,normalization,solver_rank1_r3,solver_rank1,3,128,2.5960269143707655e-05
model.layers.9.self_attn.k_norm.weight,layer_09,normalization,solver_rank1_r4,solver_rank1,4,128,1.5986494650116168e-05
model.layers.9.self_attn.k_norm.weight,layer_09,normalization,solver_rank1_r5,solver_rank1,5,128,2.09808349609375e-05
model.layers.9.self_attn.k_norm.weight,layer_09,normalization,solver_full_r1,solver_full,1,128,1.5843627668224478e-05
model.layers.9.self_attn.k_norm.weight,layer_09,normalization,solver_full_r2,solver_full,2,128,9.956652172956992e-06
model.layers.9.self_attn.k_norm.weight,layer_09,normalization,solver_full_r3,solver_full,3,128,2.685571258607621e-05
model.layers.9.self_attn.k_norm.weight,layer_09,normalization,solver_full_r4,solver_full,4,128,1.697968846775518e-05
model.layers.9.self_attn.k_norm.weight,layer_09,normalization,solver_full_r5,solver_full,5,128,2.2017281304579155e-05
model.layers.26.self_attn.v_proj.weight,layer_26,attention_v,questioner_full_r1,questioner_full,1,2621440,0.003937488572361617
model.layers.26.self_attn.v_proj.weight,layer_26,attention_v,questioner_full_r2,questioner_full,2,2621440,0.027161744449074845
model.layers.26.self_attn.v_proj.weight,layer_26,attention_v,questioner_full_r3,questioner_full,3,2621440,0.026948565355703884
model.layers.26.self_attn.v_proj.weight,layer_26,attention_v,questioner_full_r4,questioner_full,4,2621440,0.025571277883183773
model.layers.26.self_attn.v_proj.weight,layer_26,attention_v,questioner_full_r5,questioner_full,5,2621440,0.026384690830731965
model.layers.26.self_attn.v_proj.weight,layer_26,attention_v,solver_rank1_r1,solver_rank1,1,2621440,0.0056257074132386705
model.layers.26.self_attn.v_proj.weight,layer_26,attention_v,solver_rank1_r2,solver_rank1,2,2621440,0.006001681450418626
model.layers.26.self_attn.v_proj.weight,layer_26,attention_v,solver_rank1_r3,solver_rank1,3,2621440,0.0059114205426314586
model.layers.26.self_attn.v_proj.weight,layer_26,attention_v,solver_rank1_r4,solver_rank1,4,2621440,0.0060566463073036
model.layers.26.self_attn.v_proj.weight,layer_26,attention_v,solver_rank1_r5,solver_rank1,5,2621440,0.00586850253536019
model.layers.26.self_attn.v_proj.weight,layer_26,attention_v,solver_full_r1,solver_full,1,2621440,0.006214329840812081
model.layers.26.self_attn.v_proj.weight,layer_26,attention_v,solver_full_r2,solver_full,2,2621440,0.006790192609349706
model.layers.26.self_attn.v_proj.weight,layer_26,attention_v,solver_full_r3,solver_full,3,2621440,0.006754145380191851
model.layers.26.self_attn.v_proj.weight,layer_26,attention_v,solver_full_r4,solver_full,4,2621440,0.006959271682176471
model.layers.26.self_attn.v_proj.weight,layer_26,attention_v,solver_full_r5,solver_full,5,2621440,0.006739789394578149
model.layers.11.self_attn.o_proj.weight,layer_11,attention_o,questioner_full_r1,questioner_full,1,10485760,0.008906889487537931
model.layers.11.self_attn.o_proj.weight,layer_11,attention_o,questioner_full_r2,questioner_full,2,10485760,0.04970148286915821
model.layers.11.self_attn.o_proj.weight,layer_11,attention_o,questioner_full_r3,questioner_full,3,10485760,0.051801350563469996
model.layers.11.self_attn.o_proj.weight,layer_11,attention_o,questioner_full_r4,questioner_full,4,10485760,0.05146826985118726
model.layers.11.self_attn.o_proj.weight,layer_11,attention_o,questioner_full_r5,questioner_full,5,10485760,0.0535765110371449
model.layers.11.self_attn.o_proj.weight,layer_11,attention_o,solver_rank1_r1,solver_rank1,1,10485760,0.014133881808233762
model.layers.11.self_attn.o_proj.weight,layer_11,attention_o,solver_rank1_r2,solver_rank1,2,10485760,0.013815052976477718
model.layers.11.self_attn.o_proj.weight,layer_11,attention_o,solver_rank1_r3,solver_rank1,3,10485760,0.013624202599294451
model.layers.11.self_attn.o_proj.weight,layer_11,attention_o,solver_rank1_r4,solver_rank1,4,10485760,0.012453062973619498
model.layers.11.self_attn.o_proj.weight,layer_11,attention_o,solver_rank1_r5,solver_rank1,5,10485760,0.013790244152134602
model.layers.11.self_attn.o_proj.weight,layer_11,attention_o,solver_full_r1,solver_full,1,10485760,0.015371810407386454
model.layers.11.self_attn.o_proj.weight,layer_11,attention_o,solver_full_r2,solver_full,2,10485760,0.015411322364616026
model.layers.11.self_attn.o_proj.weight,layer_11,attention_o,solver_full_r3,solver_full,3,10485760,0.015347614760641568
model.layers.11.self_attn.o_proj.weight,layer_11,attention_o,solver_full_r4,solver_full,4,10485760,0.014143213963553754
model.layers.11.self_attn.o_proj.weight,layer_11,attention_o,solver_full_r5,solver_full,5,10485760,0.014795260099215276
model.layers.34.self_attn.q_norm.weight,layer_34,normalization,questioner_full_r1,questioner_full,1,128,0.0
model.layers.34.self_attn.q_norm.weight,layer_34,normalization,questioner_full_r2,questioner_full,2,128,0.0
model.layers.34.self_attn.q_norm.weight,layer_34,normalization,questioner_full_r3,questioner_full,3,128,0.0
model.layers.34.self_attn.q_norm.weight,layer_34,normalization,questioner_full_r4,questioner_full,4,128,0.0
model.layers.34.self_attn.q_norm.weight,layer_34,normalization,questioner_full_r5,questioner_full,5,128,3.0517578125e-05
model.layers.34.self_attn.q_norm.weight,layer_34,normalization,solver_rank1_r1,solver_rank1,1,128,0.0
model.layers.34.self_attn.q_norm.weight,layer_34,normalization,solver_rank1_r2,solver_rank1,2,128,0.0
model.layers.34.self_attn.q_norm.weight,layer_34,normalization,solver_rank1_r3,solver_rank1,3,128,0.0
model.layers.34.self_attn.q_norm.weight,layer_34,normalization,solver_rank1_r4,solver_rank1,4,128,0.0
model.layers.34.self_attn.q_norm.weight,layer_34,normalization,solver_rank1_r5,solver_rank1,5,128,0.0
model.layers.34.self_attn.q_norm.weight,layer_34,normalization,solver_full_r1,solver_full,1,128,0.0
model.layers.34.self_attn.q_norm.weight,layer_34,normalization,solver_full_r2,solver_full,2,128,0.0
model.layers.34.self_attn.q_norm.weight,layer_34,normalization,solver_full_r3,solver_full,3,128,0.0
model.layers.34.self_attn.q_norm.weight,layer_34,normalization,solver_full_r4,solver_full,4,128,0.0
model.layers.34.self_attn.q_norm.weight,layer_34,normalization,solver_full_r5,solver_full,5,128,0.0
model.layers.30.self_attn.v_proj.weight,layer_30,attention_v,questioner_full_r1,questioner_full,1,2621440,0.0038833331557173653
model.layers.30.self_attn.v_proj.weight,layer_30,attention_v,questioner_full_r2,questioner_full,2,2621440,0.026266516234162884
model.layers.30.self_attn.v_proj.weight,layer_30,attention_v,questioner_full_r3,questioner_full,3,2621440,0.02606988783382748
model.layers.30.self_attn.v_proj.weight,layer_30,attention_v,questioner_full_r4,questioner_full,4,2621440,0.025840922023732612
model.layers.30.self_attn.v_proj.weight,layer_30,attention_v,questioner_full_r5,questioner_full,5,2621440,0.026360759624915447
model.layers.30.self_attn.v_proj.weight,layer_30,attention_v,solver_rank1_r1,solver_rank1,1,2621440,0.005429529245418817
model.layers.30.self_attn.v_proj.weight,layer_30,attention_v,solver_rank1_r2,solver_rank1,2,2621440,0.005956556335947527
model.layers.30.self_attn.v_proj.weight,layer_30,attention_v,solver_rank1_r3,solver_rank1,3,2621440,0.005491249840385267
model.layers.30.self_attn.v_proj.weight,layer_30,attention_v,solver_rank1_r4,solver_rank1,4,2621440,0.00559122469033853
model.layers.30.self_attn.v_proj.weight,layer_30,attention_v,solver_rank1_r5,solver_rank1,5,2621440,0.005491726988662385
model.layers.30.self_attn.v_proj.weight,layer_30,attention_v,solver_full_r1,solver_full,1,2621440,0.00592493983582612
model.layers.30.self_attn.v_proj.weight,layer_30,attention_v,solver_full_r2,solver_full,2,2621440,0.006643813176303081
model.layers.30.self_attn.v_proj.weight,layer_30,attention_v,solver_full_r3,solver_full,3,2621440,0.006234453701610651
model.layers.30.self_attn.v_proj.weight,layer_30,attention_v,solver_full_r4,solver_full,4,2621440,0.0062957703316003635
model.layers.30.self_attn.v_proj.weight,layer_30,attention_v,solver_full_r5,solver_full,5,2621440,0.00623640012039176
model.layers.32.self_attn.v_proj.weight,layer_32,attention_v,questioner_full_r1,questioner_full,1,2621440,0.004042784538566497
model.layers.32.self_attn.v_proj.weight,layer_32,attention_v,questioner_full_r2,questioner_full,2,2621440,0.025521490187325725
model.layers.32.self_attn.v_proj.weight,layer_32,attention_v,questioner_full_r3,questioner_full,3,2621440,0.024833845322576296
model.layers.32.self_attn.v_proj.weight,layer_32,attention_v,questioner_full_r4,questioner_full,4,2621440,0.025532512861985886
model.layers.32.self_attn.v_proj.weight,layer_32,attention_v,questioner_full_r5,questioner_full,5,2621440,0.02586548610217081
model.layers.32.self_attn.v_proj.weight,layer_32,attention_v,solver_rank1_r1,solver_rank1,1,2621440,0.0051408740844595
model.layers.32.self_attn.v_proj.weight,layer_32,attention_v,solver_rank1_r2,solver_rank1,2,2621440,0.006235091756917283
model.layers.32.self_attn.v_proj.weight,layer_32,attention_v,solver_rank1_r3,solver_rank1,3,2621440,0.005388907250194941
model.layers.32.self_attn.v_proj.weight,layer_32,attention_v,solver_rank1_r4,solver_rank1,4,2621440,0.005504944210144047
model.layers.32.self_attn.v_proj.weight,layer_32,attention_v,solver_rank1_r5,solver_rank1,5,2621440,0.005224857295891076
model.layers.32.self_attn.v_proj.weight,layer_32,attention_v,solver_full_r1,solver_full,1,2621440,0.005572585801831078
model.layers.32.self_attn.v_proj.weight,layer_32,attention_v,solver_full_r2,solver_full,2,2621440,0.006815599157142659
model.layers.32.self_attn.v_proj.weight,layer_32,attention_v,solver_full_r3,solver_full,3,2621440,0.00600381566314601
model.layers.32.self_attn.v_proj.weight,layer_32,attention_v,solver_full_r4,solver_full,4,2621440,0.006085193372407175
model.layers.32.self_attn.v_proj.weight,layer_32,attention_v,solver_full_r5,solver_full,5,2621440,0.005869572722809546
model.layers.32.self_attn.q_norm.weight,layer_32,normalization,questioner_full_r1,questioner_full,1,128,1.0013580322265625e-05
model.layers.32.self_attn.q_norm.weight,layer_32,normalization,questioner_full_r2,questioner_full,2,128,1.9073486328125e-05
model.layers.32.self_attn.q_norm.weight,layer_32,normalization,questioner_full_r3,questioner_full,3,128,1.33514404296875e-05
model.layers.32.self_attn.q_norm.weight,layer_32,normalization,questioner_full_r4,questioner_full,4,128,2.7418136596679688e-05
model.layers.32.self_attn.q_norm.weight,layer_32,normalization,questioner_full_r5,questioner_full,5,128,3.5762786865234375e-06
model.layers.32.self_attn.q_norm.weight,layer_32,normalization,solver_rank1_r1,solver_rank1,1,128,1.4781951904296875e-05
model.layers.32.self_attn.q_norm.weight,layer_32,normalization,solver_rank1_r2,solver_rank1,2,128,9.5367431640625e-07
model.layers.32.self_attn.q_norm.weight,layer_32,normalization,solver_rank1_r3,solver_rank1,3,128,9.059906005859375e-06
model.layers.32.self_attn.q_norm.weight,layer_32,normalization,solver_rank1_r4,solver_rank1,4,128,4.76837158203125e-07
model.layers.32.self_attn.q_norm.weight,layer_32,normalization,solver_rank1_r5,solver_rank1,5,128,8.106231689453125e-06
model.layers.32.self_attn.q_norm.weight,layer_32,normalization,solver_full_r1,solver_full,1,128,1.4781951904296875e-05
model.layers.32.self_attn.q_norm.weight,layer_32,normalization,solver_full_r2,solver_full,2,128,9.5367431640625e-07
model.layers.32.self_attn.q_norm.weight,layer_32,normalization,solver_full_r3,solver_full,3,128,9.059906005859375e-06
model.layers.32.self_attn.q_norm.weight,layer_32,normalization,solver_full_r4,solver_full,4,128,4.76837158203125e-07
model.layers.32.self_attn.q_norm.weight,layer_32,normalization,solver_full_r5,solver_full,5,128,8.106231689453125e-06
model.layers.34.input_layernorm.weight,layer_34,normalization,questioner_full_r1,questioner_full,1,2560,0.0
